Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Polaris work item link),Outward issue link (Polaris work item link),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Category),Custom field (Department),Custom field (Department),Custom field (Department),Custom field (Department),Custom field (Department),Custom field (Department),Custom field (Development),Custom field (Flagged),Custom field (Goals),Custom field (Issue color),Custom field (Rank),Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
"Add option to reopen a quote after ""Closed / Won"" status is set",ORBIS-215,12460,Bug,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Highest,Done,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,18/Aug/25 8:16 AM,25/Aug/25 8:43 AM,,25/Aug/25 8:43 AM,,0,,,"Refactor the TRIGER when an opportunity changes status to ""CLOSE WON"".",,Fernando Rodriguez,Kelly Garrett,,,,5f2ddfb0c1b9f4001cdc43c3,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006fu:v,,,,,,,,,"20/Aug/25 5:39 AM;5f2ddfb0c1b9f4001cdc43c3;I've already made changes to the trigger, tested it with [~accountid:712020:bb4e8c28-91a0-4cd6-86e4-f66a70adb16f], shown it and tested it with Gilmas, and it's already deployed. But I think we should take another approach, as I mentioned before: replace the use of this trigger with a component that, in turn, handles the close won logic in the backend without the trigger's constraints. It should also be used to execute similar actions from OIS/WEBSITE.",,,,,,,,,,Done,25/Aug/25 8:43 AM
Create an optional custom comment or message field for each line item in a quote,ORBIS-214,12459,Task,Needs Grooming,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,,elvys nilton mamani herbas,627bd786694943006f3538bf,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,18/Aug/25 7:44 AM,14/Nov/25 9:37 AM,,,,0,,,"Mgmt has requested the ability to add a custom comment or message to any line item that would appear in a quote. If there is no comment entered then there should be no change to the line item, and if there is a comment the message should be included on the PDF output

Max characters for custom comment: 250",,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/Aug/25 9:42 AM;19a28ef5-ecb5-4214-beac-49ea2e78bb04;image-20250818-164242.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/11559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006ip:uy,,,,,,,,,"18/Aug/25 9:42 AM;712020:8a268cf9-d226-4616-8671-a4e74428371a;Verify that this is the correct location for the comment in the PDF file:

!image-20250818-164242.png|width=1003,height=301,alt=""image-20250818-164242.png""!","18/Aug/25 10:05 AM;712020:8a268cf9-d226-4616-8671-a4e74428371a;Verify that this feature is just for Sales / Finance, as well as make sure that it is known that it will not sync back to OIS, so if the quote is reopened, the custom comments will be lost OR the scope of this ticket increases to persist those comments back to OIS",,,,,,14268,ORBIS-553,Quotation System,To Do,18/Aug/25 7:44 AM
Unit Price correction,ORBIS-213,12458,Bug,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,elvys nilton mamani herbas,627bd786694943006f3538bf,Rodrigo Herbas,712020:ff8381e9-46d4-4b6a-8559-724c87a90dba,Rodrigo Herbas,712020:ff8381e9-46d4-4b6a-8559-724c87a90dba,18/Aug/25 7:40 AM,28/Oct/25 6:44 AM,,28/Oct/25 6:44 AM,16/Sep/25 12:00 AM,0,,,"In this ticket we need to work in the unit price:

AC:
1. In the PDF the unit price is showing the incorrect number

!image-20250818-144429.png|width=800,height=161,alt=""image-20250818-144429.png""!

it must be like the Quote:


!image-20250818-144632.png|width=800,height=183,alt=""image-20250818-144632.png""!

# In the quote line Items, we need to include a new column named “ Unit Price with Discount”. (This is the unit price - the discount)",,Diego Fernando Sivila Ramirez,Rodrigo Herbas,,,,712020:151d3eb9-68b3-4b17-9b7d-d28664e770a1,712020:ff8381e9-46d4-4b6a-8559-724c87a90dba,,,,,,,,,,,,ORBIS-351,,,,,,,,,,,ORBIS-334,,ORBIS-224,,,18/Aug/25 7:47 AM;eb191637-cc77-4fd1-951c-b1ff41a0450d;image-20250818-144429.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/11557,18/Aug/25 7:47 AM;eb191637-cc77-4fd1-951c-b1ff41a0450d;image-20250818-144632.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/11556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006fu:hzzzzwii,ORBIS Sprint 2,ORBIS Sprint 3,ORBIS Sprint 4,ORBIS Sprint 5,,5.0,,,"27/Oct/25 7:23 AM;712020:151d3eb9-68b3-4b17-9b7d-d28664e770a1;[~accountid:627bd786694943006f3538bf] 

I reviewed the bug and the issue is not reproducible with the fix.",,,,,,,,,,Done,28/Oct/25 6:44 AM
Correct typos / capitalization in service descriptions,ORBIS-212,12457,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,William Mucio Achabal Villalpando,712020:bb4e8c28-91a0-4cd6-86e4-f66a70adb16f,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,18/Aug/25 7:37 AM,19/Aug/25 7:15 AM,,19/Aug/25 7:15 AM,,0,,,"!image-20250818-143728.png|width=270,height=111,alt=""image-20250818-143728.png""!

In the service descriptions coming from OIS there are a few typos:

* Capitalize “sample”
* Fix typo in “comercial”
* Check other service descriptions for issues",,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/Aug/25 7:38 AM;19a28ef5-ecb5-4214-beac-49ea2e78bb04;image-20250818-143728.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/11555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006g5:zx,,,,,,5.0,,,,,,,,,,,,,Done,19/Aug/25 7:15 AM
Quote AI tool feedback 1,ORBIS-211,12456,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,High,Done,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,18/Aug/25 7:24 AM,19/Sep/25 12:33 PM,,19/Sep/25 12:33 PM,,0,,,"* Add a emdash to Wi-Fi
* Use descriptions for SBAs label
* typo in “technologys”
* Capitalize “Team” in pending quote info bar",,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006g5:zv,ORBIS Sprint 2,ORBIS Sprint 3,,,,3.0,,,,,,,,,,,,,Done,19/Sep/25 12:33 PM
Change QT to QTY (Quantity) in generated PDF quote,ORBIS-210,12455,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,elvys nilton mamani herbas,627bd786694943006f3538bf,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,18/Aug/25 7:23 AM,25/Aug/25 8:30 AM,,25/Aug/25 8:30 AM,,0,,,Change the table column heading for Quantity to be abbreviated as “QTY” instead of “QT”,,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006g5:zr,,,,,,1.0,,,,,,,,,,,,,Done,25/Aug/25 8:30 AM
Ensure correct phone number is used in PDF quote,ORBIS-209,12454,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,elvys nilton mamani herbas,627bd786694943006f3538bf,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,18/Aug/25 7:21 AM,25/Aug/25 8:30 AM,,25/Aug/25 8:30 AM,,0,,,"Ensure that generated PDF quotes contain the correct phone number in both sandbox and production:
408 465-7331",,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006g5:zi,,,,,,1.0,,,,,,,,,,,,,Done,25/Aug/25 8:30 AM
"Change ""Grand Price"" to ""Grand Total"" in quote PDF",ORBIS-208,12453,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,elvys nilton mamani herbas,627bd786694943006f3538bf,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,18/Aug/25 7:20 AM,25/Aug/25 8:30 AM,,25/Aug/25 8:30 AM,,0,,,"In the generated PDF quote, we are adding the prices for each item together and displaying it at the bottom with “Grand Price”. We need to change this to read “Grand Total”",,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006g5:z,,,,,,3.0,,,,,,,,,,,,,Done,25/Aug/25 8:30 AM
"if no product fixed price exists, add visual indication / ""Gray out"" fixed price box",ORBIS-207,12452,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,elvys nilton mamani herbas,627bd786694943006f3538bf,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,18/Aug/25 7:16 AM,25/Aug/25 8:30 AM,,25/Aug/25 8:30 AM,,0,,,"!image-20250818-141850.png|width=700,height=150,alt=""image-20250818-141850.png""!

If there is no product fixed price for a given item, instead of just displaying a “0” we need to add a visual indication / gray out the fixed price box so that users are aware that there is no price set, versus a price of “0” being set

If the product's ""Fixed Price"" column is *null* then ""Paint the cell"". Otherwise, NO

 EDIT 8/20

After a long review of this section with Wayne there are new requirements. 

We need to display 2 columns now. One for the literal fixed price, and the other for the calculated price. If there is no fixed price, the calculated price should be used. If there is no fixed price, the box should be red, and the “used” price (calculated price) in green

The colums should be clearly labeled “Fixed Price” and “Calculated Price”

Edit 8/21



* Change ""Discounted Total Price"" to ""Net Total Price""
* Center Table heading text
* Right justify cell text
* Change ""Calculated Price"" to ""Calculated Price (50% Markup)
* Swap the positions for Fixed Price and Calculated Price columns
* Change Fixed Unit Price to ""USA Master Price""



Edit 8/22

* change “Calculated Price (50% Markup)” to “Calc Price (50% MU)”
* change “Minimum Viable Profitable Price” to “Min Price (20% MU)”
* reduce column size to “colspan 1”",,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/Aug/25 7:20 AM;19a28ef5-ecb5-4214-beac-49ea2e78bb04;image-20250818-141850.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/11554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006g5:y,,,,,,5.0,,,,,,,,,,,,,Done,25/Aug/25 8:30 AM
"Add ""Other"" option to reasons to reopen & notify modal",ORBIS-206,12451,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,18/Aug/25 7:14 AM,25/Aug/25 8:42 AM,,25/Aug/25 8:42 AM,,0,,,"In the salesforce modal for reopening a quote, we list several options in checkboxes for reasons, along with a textbox for any other information. Feedback from mgmt was to add an “Other” option to the checkboxes for situations that do not apply to the existing options
Needs to be added to both the Engineering and Finance quotes:


!image-20250818-161813.png|width=274,height=113,alt=""image-20250818-161813.png""!",,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/Aug/25 9:18 AM;19a28ef5-ecb5-4214-beac-49ea2e78bb04;image-20250818-161813.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/11558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006g5:x,,,,,,3.0,,,,,,,,,,,,,Done,25/Aug/25 8:42 AM
"Validate the prices, regulations and samples",ORBIS-205,12440,Subtask,QA Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,,Rodrigo Herbas,712020:ff8381e9-46d4-4b6a-8559-724c87a90dba,Rodrigo Herbas,712020:ff8381e9-46d4-4b6a-8559-724c87a90dba,Rodrigo Herbas,712020:ff8381e9-46d4-4b6a-8559-724c87a90dba,15/Aug/25 9:00 AM,15/Aug/25 9:00 AM,,,,0,,,,,Rodrigo Herbas,,,,,712020:ff8381e9-46d4-4b6a-8559-724c87a90dba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006hm:,,,,,,,,,,,,,,,,12438,ORBIS-204,Coordinate and upload Prices for Caribbean Islands,In Progress,15/Aug/25 9:00 AM
Coordinate and upload Prices for Caribbean Islands,ORBIS-204,12438,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,William Mucio Achabal Villalpando,712020:bb4e8c28-91a0-4cd6-86e4-f66a70adb16f,Rodrigo Herbas,712020:ff8381e9-46d4-4b6a-8559-724c87a90dba,Rodrigo Herbas,712020:ff8381e9-46d4-4b6a-8559-724c87a90dba,15/Aug/25 8:59 AM,19/Aug/25 6:57 AM,,19/Aug/25 6:57 AM,,0,,,,,Rodrigo Herbas,,,,,712020:ff8381e9-46d4-4b6a-8559-724c87a90dba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006g5:v,,,,,,5.0,,,,,,,,,,,,,Done,19/Aug/25 6:57 AM
Cleanup Model Tables,ORBIS-203,12437,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,High,Done,William Mucio Achabal Villalpando,712020:bb4e8c28-91a0-4cd6-86e4-f66a70adb16f,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,15/Aug/25 8:21 AM,19/Aug/25 6:57 AM,,19/Aug/25 6:57 AM,,0,,,"small refactor of model tables to remove old, unused entities",,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006fu:r,,,,,,5.0,,,,,,,,,,,,,Done,19/Aug/25 6:57 AM
Implement Automatic Notification System for Quote Reopening Reviews,ORBIS-202,12436,Task,Wont Do,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,,,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,15/Aug/25 7:00 AM,18/Aug/25 9:16 AM,,18/Aug/25 9:16 AM,,0,,,"Currently, when a quote is reopened and requires review, there is no automatic notification system to alert the assigned reviewer (Gabriel in this case). The process relies on manual communication through chat, which creates traceability issues and potential delays in the review process.

*Problem Statement:*

* When quotes are reopened, reviewers are not automatically notified
* Manual notification through chat is the only current method
* This creates poor traceability and potential for missed reviews
* Risk of quotes sitting unreviewed due to lack of awareness

*Acceptance Criteria:*

* [ ] System automatically detects when a quote is reopened
* [ ] Automatic email notification is sent to the assigned reviewer
* [ ] Notification includes relevant quote details and reason for reopening
* [ ] Audit trail is maintained for all notifications sent
* [ ] Reviewer can acknowledge receipt of notification",,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006g5:r,,,,,,,,,"18/Aug/25 9:16 AM;712020:8a268cf9-d226-4616-8671-a4e74428371a;We may not need this ticket, the functionality exists and has since been explained. More training is required however so that end users are aware of current features",,,,,,,,,,Done,18/Aug/25 9:16 AM
"Engineering Quote stuck in ""processing"" during sync",ORBIS-194,12427,Bug,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,13/Aug/25 7:39 AM,13/Aug/25 1:33 PM,,13/Aug/25 1:32 PM,,0,,,"Reported by Monica:

{quote}Hello good afternoon, I hope you can help me. When I'm trying to sync the engineering quote stays in ""processing"" can you help me fix this?{quote}

!image-20250813-143956.png|width=800,height=558,alt=""image-20250813-143956.png""!",,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/Aug/25 7:40 AM;19a28ef5-ecb5-4214-beac-49ea2e78bb04;image-20250813-143956.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/11532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i005iq:0i,ORBIS Sprint 1,,,,,,,,,,,,,,,,,,Done,13/Aug/25 1:32 PM
"Create entities for Continent, Region, and Country",ORBIS-172,12405,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Highest,Done,Ruben Orellana Gutierrez,712020:56472b32-05f9-4cf4-8890-dfc424324468,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,12/Aug/25 12:54 PM,19/Aug/25 7:16 AM,,19/Aug/25 7:16 AM,,0,,,"Continents:

{noformat}{
  ""*"": ""All"",
  ""AM"": ""Americas"",
  ""AS"": ""Asia"",
  ""NM"": ""NEMA (Northern/Eastern Europe, Middle East, Africa)"",
  ""EU"": ""European Union""
}{noformat}

Regions.

{noformat}[
  { ""continentIso"": ""*"", ""name"": ""All"", ""region"": ""*"" },
  { ""continentIso"": ""AF"", ""name"": ""Africa"", ""region"": ""NM"" },
  { ""continentIso"": ""AN"", ""name"": ""Antarctica"", ""region"": """" },
  { ""continentIso"": ""AS"", ""name"": ""Asia"", ""region"": ""AS"" },
  { ""continentIso"": ""EU"", ""name"": ""Europe"", ""region"": ""EU"" },
  { ""continentIso"": ""NA"", ""name"": ""North America"", ""region"": ""AM"" },
  { ""continentIso"": ""OC"", ""name"": ""Oceania"", ""region"": """" },
  { ""continentIso"": ""SA"", ""name"": ""South America"", ""region"": ""AM"" }
]{noformat}





AC:
        Create the entities for Continent and Region.
        Fill in the corresponding data.
  Update the Country entity and its data.
       Register the entities created in Excel for Deploy.
        Export the data to CSV to update the Salesforce console.",,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006g5:zzv,,,,,,8.0,,,,,,,,,,12336,ORBIS-146,Programs Project,Done,19/Aug/25 7:16 AM
Create entities for Documentation Required,ORBIS-171,12404,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Highest,Done,Ruben Orellana Gutierrez,712020:56472b32-05f9-4cf4-8890-dfc424324468,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,12/Aug/25 12:38 PM,19/Aug/25 7:16 AM,,19/Aug/25 7:16 AM,,0,Documents_Required,,"Configure the entities in Salesforce for the Documentation Required module.

    AC:
    Create the entities in Sandbox Dev3.
    Fill in the data provided in Excel.
 Record the entities created in Excel for Deploy.
    Export the data to CSV to update the Salesforce console.",,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006g5:zzr,,,,,,13.0,,,,,,,,,,12336,ORBIS-146,Programs Project,Done,19/Aug/25 7:16 AM
Create entities for Template Management,ORBIS-170,12403,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Highest,Done,William Mucio Achabal Villalpando,712020:bb4e8c28-91a0-4cd6-86e4-f66a70adb16f,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,12/Aug/25 12:36 PM,19/Aug/25 1:33 PM,,19/Aug/25 1:33 PM,,0,Templates,,"Configure entities in Salesforce for the Template Management module.

 

AC:
Create entities in Sandbox Dev3.
Fill in the data provided in Excel.
Record the entities created in Excel for Deploy.
Export the data to CSV to update the Salesforce console.",,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006g5:zzi,,,,,,13.0,,,,,,,,,,12336,ORBIS-146,Programs Project,Done,19/Aug/25 1:33 PM
Ability to change name of quote,ORBIS-169,12402,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,11/Aug/25 1:57 PM,03/Sep/25 8:00 AM,,03/Sep/25 8:00 AM,,0,,,"Ability to change the Quote Name when necessary or at least when reopening the quote. 

Reason for that is change of scope per the alignments done with the client after the quote is initially created

AC: Sales / Finance have the ability to change the title of a quote to reflect updates to the quote items",,Kelly Garrett,Rodrigo Herbas,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,712020:ff8381e9-46d4-4b6a-8559-724c87a90dba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006g1:,ORBIS Sprint 2,,,,,2.0,,,"18/Aug/25 9:09 AM;712020:8a268cf9-d226-4616-8671-a4e74428371a;Needs clarification from Vanessa if this is needed for a quote that has already been approved and a project has been created, which would need the project name needs to change as well, or only for a quote that is in progress

Also need clarification if the Eng quote is in progress what should happen at that point 
cc [~accountid:712020:ff8381e9-46d4-4b6a-8559-724c87a90dba] ",26/Aug/25 7:55 AM;712020:8a268cf9-d226-4616-8671-a4e74428371a;Names can be changes using the info account for a quick solution. (needs verification with Vanessa),"03/Sep/25 6:15 AM;712020:ff8381e9-46d4-4b6a-8559-724c87a90dba;{{Vanesa confirms that you CAN change the names of the quotes in the event of a change in scope. She also confirms that if a project has already been created, this name MUST also be changed since operations must work according to this new scope.}}

I think we should address this last part in a new ticket (Change scope)",,,,,,,,Done,03/Sep/25 8:00 AM
Settings and Execute Script in Production ,ORBIS-168,12401,Subtask,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Fernando Rodriguez,5f2ddfb0c1b9f4001cdc43c3,elvys nilton mamani herbas,627bd786694943006f3538bf,elvys nilton mamani herbas,627bd786694943006f3538bf,11/Aug/25 11:03 AM,14/Aug/25 10:11 AM,,14/Aug/25 10:11 AM,,0,,,,,elvys nilton mamani herbas,,,,,627bd786694943006f3538bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i006g6:,ORBIS Sprint 1,,,,,,,,,,,,,,,12150,ORBIS-39,Default currency type in salesforce to USD,Done,14/Aug/25 10:11 AM
